임대종류,주소,단지명,세대수,주택유형,임대사업자,형(Type),공급면적(전용),공급면적(공용),임대보증금,임대료,전환보증금
행복주택,광주광역시 광산구 무진대로 246-7,광주우산,361.0,아파트,LH광주전남,36,36.44,18.00,32080000,192000,23000000
행복주택,광주광역시 동구 용산2로 20,광주용산(행복주택),264.0,아파트,LH광주전남,21,21.39,10.52,16990000,80000,4000000
행복주택,광주광역시 동구 용산2로 20,광주용산(행복주택),264.0,아파트,LH광주전남,26,26.9,13.23,22110000,105000,9000000
행복주택,광주광역시 동구 용산2로 20,광주용산(행복주택),264.0,아파트,LH광주전남,36,36.63,18.02,31680000,150000,18000000
행복주택,광주광역시 광산구 용아로 175-6,광주하남,300.0,아파트,LH광주전남,16,16.35,9.62,13392000,80000,4000000
행복주택,광주광역시 광산구 용아로 175-6,광주하남,300.0,아파트,LH광주전남,26,26.03,15.32,20088000,120000,12000000
행복주택,광주광역시 광산구 용아로 175-6,광주하남,300.0,아파트,LH광주전남,36,36.02,21.20,30200000,181000,21000000
행복주택,대전광역시 서구 계백로 1111,도안LH 행복1단지,182.0,아파트,LH대전충남,16,16.93,10.93,18400000,92000,4000000
행복주택,대전광역시 서구 계백로 1111,도안LH 행복1단지,182.0,아파트,LH대전충남,26,26.18,16.91,27600000,138000,14000000
행복주택,대전광역시 서구 계백로 1111,도안LH 행복1단지,182.0,아파트,LH대전충남,36,36.77,23.75,36400000,182000,21000000
행복주택,대전광역시 유성구 와룡로136번길 97,대전봉산 A3BL 행복주택,578.0,아파트,LH대전충남,16,16.85,9.29,15600000,76000,1000000
행복주택,대전광역시 유성구 와룡로136번길 97,대전봉산 A3BL 행복주택,578.0,아파트,LH대전충남,26,26.64,14.68,23200000,114000,9000000
행복주택,대전광역시 유성구 와룡로136번길 97,대전봉산 A3BL 행복주택,578.0,아파트,LH대전충남,36,36.86,20.32,32000000,157000,18000000
행복주택,대전광역시 중구 목중로39번길 35-14,대전목동2 행복주택,98.0,아파트,LH대전충남,16,16.83,7.05,18800000,94000,4000000
행복주택,대전광역시 중구 목중로39번길 35-14,대전목동2 행복주택,98.0,아파트,LH대전충남,26,26.51,11.11,28400000,142000,14000000
행복주택,대전광역시 중구 목중로39번길 35-14,대전목동2 행복주택,98.0,아파트,LH대전충남,36,36.92,15.48,36400000,182000,21000000
행복주택,울산광역시 남구 여천로12번길 50,울산남구(행복주택),100.0,아파트,LH부산울산,16,16.67,8.92,16000000,93000,6000000
행복주택,울산광역시 남구 여천로12번길 50,울산남구(행복주택),100.0,아파트,LH부산울산,26,26.11,13.97,25340000,147000,17000000
행복주택,울산광역시 남구 여천로12번길 50,울산남구(행복주택),100.0,아파트,LH부산울산,26,26.26,14.05,24670000,143000,16000000
행복주택,울산광역시 남구 여천로12번길 50,울산남구(행복주택),100.0,아파트,LH부산울산,36,36.16,19.35,36540000,213000,25000000
행복주택,울산광역시 북구 박상진4로 56,울산송정 행복주택(A-1BL),946.0,아파트,LH부산울산,16,16.97,10.78,15480000,86000,5000000
행복주택,울산광역시 북구 박상진4로 56,울산송정 행복주택(A-1BL),946.0,아파트,LH부산울산,26,26.96,17.13,24360000,133000,14000000
행복주택,울산광역시 북구 박상진4로 56,울산송정 행복주택(A-1BL),946.0,아파트,LH부산울산,36,36.85,23.41,34800000,203000,24000000
행복주택,세종특별자치시 조치원읍 조치원중고길 7,세종서창 행복주택,450.0,아파트,LH세종,19,19.32,11.08,14040000,72000,2000000
행복주택,세종특별자치시 조치원읍 조치원중고길 7,세종서창 행복주택,450.0,아파트,LH세종,34,34.15,19.59,23200000,119000,11000000
행복주택,세종특별자치시 조치원읍 조치원중고길 7,세종서창 행복주택,450.0,아파트,LH세종,38,38.2,21.91,25760000,133000,14000000
행복주택,세종특별자치시 조치원읍 조치원중고길 7,세종서창 행복주택,450.0,아파트,LH세종,38,38.25,21.94,25760000,133000,14000000
행복주택,세종특별자치시 조치원읍 조치원중고길 7,세종서창 행복주택,450.0,아파트,LH세종,38,38.28,21.95,25760000,133000,14000000
행복주택,세종특별자치시 조치원읍 조치원중고길 7,세종서창 행복주택,450.0,아파트,LH세종,44,44.02,25.25,29200000,150000,18000000
행복주택,경기도 파주시 문발로 430,파주출판 행복주택 C76BL,280.0,아파트,LH인천,16,16.47,9.88,16000000,72000,2000000
행복주택,경기도 파주시 문발로 430,파주출판 행복주택 C76BL,280.0,아파트,LH인천,26,26.23,15.74,25600000,115000,11000000
행복주택,경기도 파주시 문발로 430,파주출판 행복주택 C76BL,280.0,아파트,LH인천,36,36.39,21.83,35200000,158000,18000000
행복주택,경기도 화성시 동탄순환대로2길 13,화성동탄2 A-82블록 행복주택,820.0,아파트,LH경기,16,16.65,8.62,21040000,84860,4000000
행복주택,경기도 화성시 동탄순환대로2길 13,화성동탄2 A-82블록 행복주택,820.0,아파트,LH경기,26,26.26,13.60,33080000,132000,14000000
행복주택,경기도 화성시 동탄순환대로2길 13,화성동탄2 A-82블록 행복주택,820.0,아파트,LH경기,34,34.91,18.08,43960000,175000,21000000
행복주택,경기도 화성시 동탄순환대로2길 13,화성동탄2 A-82블록 행복주택,820.0,아파트,LH경기,36,36.43,18.87,46320000,185530,22000000
행복주택,경기도 화성시 동탄순환대로2길 13,화성동탄2 A-82블록 행복주택,820.0,아파트,LH경기,42,42.42,21.97,53960000,216020,25000000
행복주택,경기도 파주시 교하로 20,파주운정 A21블록(행복주택),1700.0,아파트,LH인천,16,16.06,10.53,17360000,78000,3000000
행복주택,경기도 파주시 교하로 20,파주운정 A21블록(행복주택),1700.0,아파트,LH인천,21,21.02,13.79,23200000,104000,8000000
행복주택,경기도 파주시 교하로 20,파주운정 A21블록(행복주택),1700.0,아파트,LH인천,26,26.02,17.07,29360000,132000,14000000
행복주택,경기도 파주시 교하로 20,파주운정 A21블록(행복주택),1700.0,아파트,LH인천,26,26.03,17.08,29360000,132000,14000000
행복주택,경기도 파주시 교하로 20,파주운정 A21블록(행복주택),1700.0,아파트,LH인천,26,26.59,17.44,29400000,132000,14000000
행복주택,경기도 파주시 교하로 20,파주운정 A21블록(행복주택),1700.0,아파트,LH인천,36,36.04,23.64,40640000,182000,21000000
행복주택,경기도 파주시 교하로 20,파주운정 A21블록(행복주택),1700.0,아파트,LH인천,36,36.22,23.76,40840000,183000,21000000
행복주택,경기도 부천시 중동로 88,부천중동1 행복주택,26.0,아파트,LH인천,16,16.34,11.35,27200000,113000,10000000
행복주택,경기도 부천시 중동로 88,부천중동1 행복주택,26.0,아파트,LH인천,36,36.79,25.57,62400000,260000,31000000
행복주택,경기도 화성시 봉담읍 상리3길 111,화성봉담2 A-6 행복주택,602.0,아파트,LH경기,16,16.13,10.29,18400000,76660,3000000
행복주택,경기도 화성시 봉담읍 상리3길 111,화성봉담2 A-6 행복주택,602.0,아파트,LH경기,16,16.26,10.38,18400000,76660,3000000
행복주택,경기도 화성시 봉담읍 상리3길 111,화성봉담2 A-6 행복주택,602.0,아파트,LH경기,26,26.17,16.70,29200000,121660,12000000
행복주택,경기도 화성시 봉담읍 상리3길 111,화성봉담2 A-6 행복주택,602.0,아파트,LH경기,26,26.24,16.75,29200000,121660,12000000
행복주택,경기도 화성시 봉담읍 상리3길 111,화성봉담2 A-6 행복주택,602.0,아파트,LH경기,36,36.24,23.13,39200000,163330,19000000
행복주택,경기도 화성시 봉담읍 상리3길 111,화성봉담2 A-6 행복주택,602.0,아파트,LH경기,36,36.38,23.22,39200000,163330,19000000
행복주택,경기도 김포시 김포한강4로 564,김포한강한가람마을(행복주택Ac-01),1500.0,아파트,LH인천,21,21.41,12.10,21600000,90000,6000000
행복주택,경기도 김포시 김포한강4로 564,김포한강한가람마을(행복주택Ac-01),1500.0,아파트,LH인천,26,26.08,14.74,26400000,110000,10000000
행복주택,경기도 김포시 김포한강4로 564,김포한강한가람마을(행복주택Ac-01),1500.0,아파트,LH인천,36,36.5,20.64,37600000,170000,20000000
행복주택,경기도 용인시 처인구 금령로40번길 15-5,용인김량장(행복),70.0,아파트,LH경기,16,16.39,9.67,21396000,111430,10000000
행복주택,경기도 용인시 처인구 금령로40번길 15-5,용인김량장(행복),70.0,아파트,LH경기,16,16.42,9.69,21396000,111430,10000000
행복주택,경기도 용인시 처인구 금령로40번길 15-5,용인김량장(행복),70.0,아파트,LH경기,26,26.41,15.59,31864000,165950,19000000
행복주택,경기도 용인시 처인구 금령로40번길 15-5,용인김량장(행복),70.0,아파트,LH경기,36,36.08,21.30,43216000,231000,27000000
행복주택,경기도 용인시 처인구 금령로40번길 15-5,용인김량장(행복),70.0,아파트,LH경기,36,36.32,21.44,43216000,231000,27000000
행복주택,경기도 고양시 덕양구 오부자로 150,고양지축 행복주택 A-3,890.0,아파트,LH인천,16,16.65,9.22,28000000,123000,12000000
행복주택,경기도 고양시 덕양구 오부자로 150,고양지축 행복주택 A-3,890.0,아파트,LH인천,26,26.62,14.75,44800000,197000,23000000
행복주택,경기도 고양시 덕양구 오부자로 150,고양지축 행복주택 A-3,890.0,아파트,LH인천,26,26.64,14.76,44800000,197000,23000000
행복주택,경기도 고양시 덕양구 오부자로 150,고양지축 행복주택 A-3,890.0,아파트,LH인천,36,36.63,20.30,62800000,277000,33000000
행복주택,경기도 의정부시 평화로 399-8,의정부호원 행복주택,166.0,아파트,LH서울,16,16.92,9.38,19440000,89000,5000000
행복주택,경기도 의정부시 평화로 399-8,의정부호원 행복주택,166.0,아파트,LH서울,29,29.59,16.40,34350000,157000,18000000
행복주택,경기도 의정부시 평화로 399-8,의정부호원 행복주택,166.0,아파트,LH서울,36,36.81,20.40,44960000,206000,24000000
행복주택,경기도 오산시 대호로 39,오산청학 H-1 행복주택,178.0,아파트,LH경기,16,16.66,8.82,18800000,78000,3000000
행복주택,경기도 오산시 대호로 39,오산청학 H-1 행복주택,178.0,아파트,LH경기,26,26.36,13.97,28400000,118000,10000000
행복주택,경기도 오산시 대호로 39,오산청학 H-1 행복주택,178.0,아파트,LH경기,36,36.62,19.40,39200000,163000,19000000
행복주택,경기도 성남시 수정구 고등로 57,성남고등 A-1 행복주택리츠,1040.0,아파트,LH경기,16,16.45,8.13,32004000,140000,16000000
행복주택,경기도 성남시 수정구 고등로 57,성남고등 A-1 행복주택리츠,1040.0,아파트,LH경기,26,26.52,13.12,54378000,238000,28000000
행복주택,경기도 성남시 수정구 고등로 57,성남고등 A-1 행복주택리츠,1040.0,아파트,LH경기,36,36.37,17.99,75400000,330000,39000000
행복주택,경기도 화성시 향남읍 발안공단로 92-12,화성발안 A-1 행복주택,608.0,아파트,LH경기,16,16.92,13.16,15200000,83000,4000000
행복주택,경기도 화성시 향남읍 발안공단로 92-12,화성발안 A-1 행복주택,608.0,아파트,LH경기,26,26.82,20.87,24000000,132000,14000000
행복주택,경기도 화성시 향남읍 발안공단로 92-12,화성발안 A-1 행복주택,608.0,아파트,LH경기,44,44.69,34.78,39200000,215000,25000000
행복주택,경기도 고양시 덕양구 원흥1로 25,삼송11단지,832.0,아파트,LH인천,21,21.75,12.40,31560000,142000,16000000
행복주택,경기도 고양시 덕양구 원흥1로 25,삼송11단지,832.0,아파트,LH인천,21,21.84,12.45,31360000,141000,16000000
행복주택,경기도 고양시 덕양구 원흥1로 25,삼송11단지,832.0,아파트,LH인천,26,26.55,15.14,38520000,173000,20000000
행복주택,경기도 고양시 덕양구 원흥1로 25,삼송11단지,832.0,아파트,LH인천,26,26.6,15.17,38120000,171000,20000000
행복주택,경기도 고양시 덕양구 원흥1로 25,삼송11단지,832.0,아파트,LH인천,36,36.7,20.93,52680000,237000,28000000
행복주택,경기도 김포시 양촌읍 양곡4로197번길 11,김포양곡5(행복주택H-1),362.0,아파트,LH인천,16,16.71,9.98,14400000,60000,0
행복주택,경기도 김포시 양촌읍 양곡4로197번길 11,김포양곡5(행복주택H-1),362.0,아파트,LH인천,26,26.47,15.81,23600000,98000,7000000
행복주택,경기도 김포시 양촌읍 양곡4로197번길 11,김포양곡5(행복주택H-1),362.0,아파트,LH인천,26,26.49,15.82,22800000,99000,8000000
행복주택,경기도 김포시 양촌읍 양곡4로197번길 11,김포양곡5(행복주택H-1),362.0,아파트,LH인천,36,36.85,22.01,32400000,146000,17000000
행복주택,경기도 김포시 양촌읍 양곡4로197번길 11,김포양곡5(행복주택H-1),362.0,아파트,LH인천,44,44.71,26.71,40000000,183000,21000000
행복주택,경기도 평택시 죽백4로 60,평택소사벌 A-6 행복주택,840.0,아파트,LH경기,20,20.59,9.88,17760000,87910,5000000
행복주택,경기도 평택시 죽백4로 60,평택소사벌 A-6 행복주택,840.0,아파트,LH경기,22,22.59,10.84,19480000,98000,7000000
행복주택,경기도 평택시 죽백4로 60,평택소사벌 A-6 행복주택,840.0,아파트,LH경기,26,26.44,12.69,22360000,112000,10000000
행복주택,경기도 평택시 죽백4로 60,평택소사벌 A-6 행복주택,840.0,아파트,LH경기,36,36.42,17.48,30800000,155000,18000000
행복주택,경기도 평택시 죽백4로 60,평택소사벌 A-6 행복주택,840.0,아파트,LH경기,36,36.7,17.61,30800000,155000,18000000
행복주택,경기도 고양시 덕양구 서정마을2로 17,서정마을LH12단지,276.0,아파트,LH인천,16,16.48,9.66,27600000,119000,11000000
행복주택,경기도 고양시 덕양구 서정마을2로 17,서정마을LH12단지,276.0,아파트,LH인천,21,21.26,12.46,35200000,152000,18000000
행복주택,경기도 고양시 덕양구 서정마을2로 17,서정마을LH12단지,276.0,아파트,LH인천,36,36.25,21.24,61200000,265200,31000000
행복주택,경기도 오산시 가수행복로 55-5,오산세교2 A-7 행복주택,1136.0,아파트,LH경기,16,16.41,9.34,19600000,81000,4000000
행복주택,경기도 오산시 가수행복로 55-5,오산세교2 A-7 행복주택,1136.0,아파트,LH경기,26,26.48,15.07,30800000,128000,13000000
행복주택,경기도 오산시 가수행복로 55-5,오산세교2 A-7 행복주택,1136.0,아파트,LH경기,36,36.83,20.96,42000000,175000,21000000
행복주택,경기도 양주시 옥정서로 254,옥정3단지,1500.0,아파트,LH서울,21,21.96,12.55,18480000,84000,4000000
행복주택,경기도 양주시 옥정서로 254,옥정3단지,1500.0,아파트,LH서울,21,21.97,12.56,18480000,84000,4000000
행복주택,경기도 양주시 옥정서로 254,옥정3단지,1500.0,아파트,LH서울,21,21.98,12.56,18360000,84000,4000000
행복주택,경기도 양주시 옥정서로 254,옥정3단지,1500.0,아파트,LH서울,21,21.99,12.57,18360000,84000,4000000
행복주택,경기도 양주시 옥정서로 254,옥정3단지,1500.0,아파트,LH서울,26,26.85,15.35,22520000,103000,8000000
행복주택,경기도 양주시 옥정서로 254,옥정3단지,1500.0,아파트,LH서울,26,26.86,15.35,22520000,103000,8000000
행복주택,경기도 양주시 옥정서로 254,옥정3단지,1500.0,아파트,LH서울,26,26.9,15.38,22520000,103000,8000000
행복주택,경기도 양주시 옥정서로 254,옥정3단지,1500.0,아파트,LH서울,36,36.71,20.99,30640000,140000,16000000
행복주택,경기도 양주시 옥정서로 254,옥정3단지,1500.0,아파트,LH서울,36,36.9,21.09,30640000,140000,16000000
행복주택,경기도 의정부시 용민로 373-17,의정부민락2 행복주택,812.0,아파트,LH서울,21,21.6,13.02,23080000,105000,9000000
행복주택,경기도 의정부시 용민로 373-17,의정부민락2 행복주택,812.0,아파트,LH서울,21,21.64,13.04,23080000,105000,9000000
행복주택,경기도 의정부시 용민로 373-17,의정부민락2 행복주택,812.0,아파트,LH서울,26,26.83,16.17,28080000,128000,13000000
행복주택,경기도 의정부시 용민로 373-17,의정부민락2 행복주택,812.0,아파트,LH서울,26,26.86,16.19,26670000,122000,12000000
행복주택,경기도 의정부시 용민로 373-17,의정부민락2 행복주택,812.0,아파트,LH서울,36,36.82,22.19,38280000,175000,21000000
행복주택,경기도 남양주시 진접읍 금강로 1530-33,남양주장현 행복주택 2단지,870.0,아파트,LH서울,16,16.8,10.73,15960000,74000,2000000
행복주택,경기도 남양주시 진접읍 금강로 1530-33,남양주장현 행복주택 2단지,870.0,아파트,LH서울,16,16.95,10.83,15960000,74000,2000000
행복주택,경기도 남양주시 진접읍 금강로 1530-33,남양주장현 행복주택 2단지,870.0,아파트,LH서울,26,26.65,17.03,23940000,111000,10000000
행복주택,경기도 남양주시 진접읍 금강로 1530-33,남양주장현 행복주택 2단지,870.0,아파트,LH서울,26,26.82,17.13,23940000,111000,10000000
행복주택,경기도 남양주시 진접읍 금강로 1530-33,남양주장현 행복주택 2단지,870.0,아파트,LH서울,36,36.4,23.26,33600000,156000,18000000
행복주택,경기도 남양주시 진접읍 금강로 1530-33,남양주장현 행복주택 2단지,870.0,아파트,LH서울,36,36.56,23.36,31920000,148000,17000000
행복주택,경기도 부천시 양지로 151,부천옥길 행복주택(A4BL),270.0,아파트,LH인천,16,16.75,8.96,22800000,100000,8000000
행복주택,경기도 부천시 양지로 151,부천옥길 행복주택(A4BL),270.0,아파트,LH인천,26,26.24,14.03,36400000,160000,19000000
행복주택,경기도 부천시 양지로 151,부천옥길 행복주택(A4BL),270.0,아파트,LH인천,26,26.4,14.12,36400000,160000,19000000
행복주택,경기도 부천시 양지로 151,부천옥길 행복주택(A4BL),270.0,아파트,LH인천,26,26.49,14.17,36400000,160000,19000000
행복주택,경기도 부천시 양지로 151,부천옥길 행복주택(A4BL),270.0,아파트,LH인천,36,36.14,19.33,50400000,222000,26000000
행복주택,경기도 부천시 양지로 151,부천옥길 행복주택(A4BL),270.0,아파트,LH인천,36,36.3,19.41,50400000,222000,26000000
행복주택,경기도 화성시 동탄기흥로277번길 12,행복주택,608.0,아파트,LH경기,16,16.86,11.31,22160000,92000,6000000
행복주택,경기도 화성시 동탄기흥로277번길 12,행복주택,608.0,아파트,LH경기,21,21.81,13.72,28680000,119000,11000000
행복주택,경기도 화성시 동탄기흥로277번길 12,행복주택,608.0,아파트,LH경기,31,31.96,19.29,41600000,173000,20000000
행복주택,경기도 화성시 동탄기흥로277번길 12,행복주택,608.0,아파트,LH경기,31,31.97,19.49,41600000,173000,20000000
행복주택,경기도 화성시 동탄기흥로277번길 12,행복주택,608.0,아파트,LH경기,44,44.73,26.40,58480000,243000,29000000
행복주택,경기도 화성시 동탄기흥로277번길 12,행복주택,608.0,아파트,LH경기,44,44.92,26.56,58480000,243000,29000000
행복주택,경기도 화성시 동탄기흥로277번길 12,행복주택,608.0,아파트,LH경기,44,44.95,26.37,58480000,243000,29000000
행복주택,경기도 오산시 경기대로761번길 10,오산세교 행복주택,720.0,아파트,LH경기,16,16.54,10.12,18800000,75200,3000000
행복주택,경기도 오산시 경기대로761번길 10,오산세교 행복주택,720.0,아파트,LH경기,26,26.88,15.72,30210000,125000,13000000
행복주택,경기도 오산시 경기대로761번길 10,오산세교 행복주택,720.0,아파트,LH경기,26,26.99,15.64,30210000,125000,13000000
행복주택,경기도 오산시 경기대로761번길 10,오산세교 행복주택,720.0,아파트,LH경기,36,36.79,20.75,43600000,181000,21000000
행복주택,경기도 오산시 경기대로761번길 10,오산세교 행복주택,720.0,아파트,LH경기,36,36.92,20.66,41420000,172000,20000000
행복주택,경기도 수원시 권선구 호매실로 103,수원호매실21(행복),400.0,아파트,LH경기,21,21.49,12.65,33600000,128800,11000000
행복주택,경기도 수원시 권선구 호매실로 103,수원호매실21(행복),400.0,아파트,LH경기,26,26.51,15.60,41000000,157160,17000000
행복주택,경기도 수원시 권선구 호매실로 103,수원호매실21(행복),400.0,아파트,LH경기,36,36.38,21.41,56280000,215740,25000000
행복주택,경기도 의정부시 본원로46번길 16,녹양LH5단지,423.0,아파트,LH서울,16,16.72,8.98,20970000,87000,5000000
행복주택,경기도 의정부시 본원로46번길 16,녹양LH5단지,423.0,아파트,LH서울,26,26.74,14.36,33130000,138000,15000000
행복주택,경기도 의정부시 본원로46번길 16,녹양LH5단지,423.0,아파트,LH서울,36,36.84,19.79,47760000,199000,23000000
행복주택,경기도 하남시 미사강변한강로 290,미사강변도시C3단지,1492.0,아파트,LH서울,16,16.8,10.55,32160000,120000,12000000
행복주택,경기도 하남시 미사강변한강로 290,미사강변도시C3단지,1492.0,아파트,LH서울,26,26.85,16.86,50800000,190000,22000000
행복주택,경기도 하남시 미사강변한강로 290,미사강변도시C3단지,1492.0,아파트,LH서울,36,36.8,23.11,68480000,256000,30000000
행복주택,경기도 시흥시 능곡서로 27,시흥장현 A-4 행복주택,996.0,아파트,LH인천,16,16.11,9.19,17200000,83130,4000000
행복주택,경기도 시흥시 능곡서로 27,시흥장현 A-4 행복주택,996.0,아파트,LH인천,22,22.32,12.73,23600000,114000,10000000
행복주택,경기도 시흥시 능곡서로 27,시흥장현 A-4 행복주택,996.0,아파트,LH인천,22,22.43,12.79,23600000,114000,10000000
행복주택,경기도 시흥시 능곡서로 27,시흥장현 A-4 행복주택,996.0,아파트,LH인천,26,26,14.83,27200000,131460,14000000
행복주택,경기도 시흥시 능곡서로 27,시흥장현 A-4 행복주택,996.0,아파트,LH인천,31,31.68,18.07,34000000,164330,19000000
행복주택,경기도 시흥시 능곡서로 27,시흥장현 A-4 행복주택,996.0,아파트,LH인천,36,36.3,20.71,39200000,189460,22000000
행복주택,경기도 군포시 송부로49번길 10,군포송정 A-1블록 행복주택,480.0,아파트,LH경기,16,16.98,10.54,25080000,104500,8000000
행복주택,경기도 군포시 송부로49번길 10,군포송정 A-1블록 행복주택,480.0,아파트,LH경기,26,26.96,16.74,39140000,163080,19000000
행복주택,경기도 군포시 송부로49번길 10,군포송정 A-1블록 행복주택,480.0,아파트,LH경기,36,36.6,22.72,55200000,230000,27000000
행복주택,경기도 군포시 송부로49번길 10,군포송정 A-1블록 행복주택,480.0,아파트,LH경기,36,36.76,22.82,52440000,218500,26000000
행복주택,경기도 화성시 향남읍 벌말길 24,화성향남2 A20 행복주택,99.0,아파트,LH경기,16,16.06,9.51,16800000,85680,5000000
행복주택,경기도 화성시 향남읍 벌말길 24,화성향남2 A20 행복주택,99.0,아파트,LH경기,26,26.36,15.62,25200000,130000,14000000
행복주택,경기도 화성시 향남읍 벌말길 24,화성향남2 A20 행복주택,99.0,아파트,LH경기,36,36.15,21.42,35600000,195000,23000000
행복주택,경기도 성남시 수정구 산성대로405번길 9-9,성남단대,16.0,아파트,LH경기,16,16.96,14.03,23000000,132000,11000000
행복주택,경기도 성남시 수정구 산성대로405번길 9-9,성남단대,16.0,아파트,LH경기,26,26.91,21.59,36800000,211000,22000000
행복주택,경기도 성남시 수정구 산성대로405번길 9-9,성남단대,16.0,아파트,LH경기,26,26.96,21.83,36280000,211000,22000000
행복주택,경기도 오산시 남부대로 486-13,오산청호 2 행복주택,448.0,아파트,LH경기,16,16.78,8.70,18800000,78000,3000000
행복주택,경기도 오산시 남부대로 486-13,오산청호 2 행복주택,448.0,아파트,LH경기,26,26.14,13.55,28400000,118000,11000000
행복주택,경기도 오산시 남부대로 486-13,오산청호 2 행복주택,448.0,아파트,LH경기,26,26.3,13.64,28400000,118000,11000000
행복주택,경기도 오산시 남부대로 486-13,오산청호 2 행복주택,448.0,아파트,LH경기,36,36.81,19.09,39600000,165000,19000000
행복주택,경기도 오산시 남부대로 486-13,오산청호 2 행복주택,448.0,아파트,LH경기,36,36.94,19.15,39600000,165000,19000000
행복주택,경기도 남양주시 덕송3로 30,남양주별내 A1-2 행복주택리츠,1220.0,아파트,LH서울,16,16.92,9.73,25340000,116000,11000000
행복주택,경기도 남양주시 덕송3로 30,남양주별내 A1-2 행복주택리츠,1220.0,아파트,LH서울,26,26.61,15.31,41040000,188000,22000000
행복주택,경기도 남양주시 덕송3로 30,남양주별내 A1-2 행복주택리츠,1220.0,아파트,LH서울,36,36.64,21.08,55200000,253000,30000000
행복주택,강원도 춘천시 동내면 거두택지길 70,춘천거두2 행복주택,480.0,아파트,LH강원,16,16.91,10.43,15440000,75910,3000000
행복주택,강원도 춘천시 동내면 거두택지길 70,춘천거두2 행복주택,480.0,아파트,LH강원,26,26.9,16.60,22600000,111110,10000000
행복주택,강원도 춘천시 동내면 거두택지길 70,춘천거두2 행복주택,480.0,아파트,LH강원,36,36.91,22.78,30440000,149660,17000000
행복주택,충청북도 괴산군 괴산읍 남산길 43,괴산동부,18.0,아파트,LH충북,26,26.11,13.03,13760000,81000,4000000
행복주택,충청북도 충주시 대소원면 첨단쉼터8길 19,충주첨단 행복주택,295.0,아파트,LH충북,26,26.04,14.00,13932000,75460,3000000
행복주택,충청북도 충주시 대소원면 첨단쉼터8길 19,충주첨단 행복주택,295.0,아파트,LH충북,26,26.07,14.01,13932000,75460,3000000
행복주택,충청북도 충주시 대소원면 첨단쉼터8길 19,충주첨단 행복주택,295.0,아파트,LH충북,26,26.24,14.10,13932000,75460,3000000
행복주택,충청북도 충주시 대소원면 첨단쉼터8길 19,충주첨단 행복주택,295.0,아파트,LH충북,33,33.55,18.04,18284000,99030,7000000
행복주택,충청북도 충주시 대소원면 첨단쉼터8길 19,충주첨단 행복주택,295.0,아파트,LH충북,42,42.57,22.89,23764000,128720,13000000
행복주택,충청북도 충주시 대소원면 첨단쉼터8길 19,충주첨단 행복주택,295.0,아파트,LH충북,42,42.65,22.93,23764000,128720,13000000
행복주택,충청북도 충주시 대소원면 첨단쉼터8길 19,충주첨단 행복주택,295.0,아파트,LH충북,43,43.07,23.15,24350000,131900,14000000
행복주택,충청남도 당진시 석문면 해명3로 10,당진석문 3단지 A-3BL,696.0,아파트,LH대전충남,21,21.56,12.09,13160000,70180,2000000
행복주택,충청남도 당진시 석문면 해명3로 10,당진석문 3단지 A-3BL,696.0,아파트,LH대전충남,26,26.32,14.76,15760000,84050,4000000
행복주택,충청남도 당진시 석문면 해명3로 10,당진석문 3단지 A-3BL,696.0,아파트,LH대전충남,36,36.76,20.62,21200000,113060,10000000
행복주택,충청남도 천안시 동남구 통정11로 80,천안신방(A-1) 행복주택,450.0,아파트,LH대전충남,16,16.81,8.06,15200000,81060,4000000
행복주택,충청남도 천안시 동남구 통정11로 80,천안신방(A-1) 행복주택,450.0,아파트,LH대전충남,26,26.42,12.67,23200000,123730,12000000
행복주택,충청남도 천안시 동남구 통정11로 80,천안신방(A-1) 행복주택,450.0,아파트,LH대전충남,26,26.6,12.76,22800000,121600,12000000
행복주택,충청남도 천안시 동남구 통정11로 80,천안신방(A-1) 행복주택,450.0,아파트,LH대전충남,36,36.25,17.39,30800000,164260,20000000
행복주택,충청남도 천안시 서북구 오성1길 12-10,천안두정 A-1BL 행복주택,40.0,아파트,LH대전충남,16,16.85,10.51,15640000,88620,5000000
행복주택,충청남도 천안시 서북구 오성1길 12-10,천안두정 A-1BL 행복주택,40.0,아파트,LH대전충남,26,26.61,16.60,23640000,133960,14000000
행복주택,충청남도 천안시 서북구 한들1로 88,천안백석 H-1BL 행복주택,562.0,아파트,LH대전충남,16,16.8,10.26,19600000,104530,8000000
행복주택,충청남도 천안시 서북구 한들1로 88,천안백석 H-1BL 행복주택,562.0,아파트,LH대전충남,26,26.87,15.63,27600000,147200,17000000
행복주택,충청남도 천안시 서북구 한들1로 88,천안백석 H-1BL 행복주택,562.0,아파트,LH대전충남,26,26.94,15.56,27600000,147200,17000000
행복주택,충청남도 천안시 서북구 한들1로 88,천안백석 H-1BL 행복주택,562.0,아파트,LH대전충남,36,36.8,20.84,37320000,199000,27000000
행복주택,충청남도 천안시 서북구 한들1로 88,천안백석 H-1BL 행복주택,562.0,아파트,LH대전충남,36,36.95,20.74,37320000,199000,27000000
행복주택,충청남도 천안시 서북구 한들1로 88,천안백석 H-1BL 행복주택,562.0,아파트,LH대전충남,44,44.9,24.93,44000000,234660,34000000
행복주택,충청남도 아산시 배방읍 공원로 69,아산배방(주복2) 행복주택,1464.0,아파트,LH대전충남,16,16.67,10.23,16800000,89600,5000000
