임대종류,주소,단지명,세대수,주택유형,임대사업자,형(Type),공급면적(전용),공급면적(공용),임대보증금,임대료,전환보증금
행복주택,충청남도 아산시 배방읍 공원로 69,아산배방(주복2) 행복주택,1464.0,아파트,LH대전충남,26,26.41,16.21,25600000,136530,15000000
행복주택,충청남도 아산시 배방읍 공원로 69,아산배방(주복2) 행복주택,1464.0,아파트,LH대전충남,26,26.46,16.24,25600000,136530,15000000
행복주택,충청남도 아산시 배방읍 공원로 69,아산배방(주복2) 행복주택,1464.0,아파트,LH대전충남,36,36.14,22.18,34000000,181330,21000000
행복주택,충청남도 아산시 배방읍 공원로 69,아산배방(주복2) 행복주택,1464.0,아파트,LH대전충남,36,36.27,22.26,34000000,181330,21000000
행복주택,충청남도 공주시 무령로 600-25,공주월송 A3BL,200.0,아파트,LH대전충남,22,22.93,11.71,18000000,105000,9000000
행복주택,충청남도 공주시 무령로 600-25,공주월송 A3BL,200.0,아파트,LH대전충남,22,22.98,11.74,17600000,102660,8000000
행복주택,충청남도 공주시 무령로 600-25,공주월송 A3BL,200.0,아파트,LH대전충남,36,36.99,18.90,28000000,163330,19000000
행복주택,충청남도 천안시 서북구 불당24로 9,천안불당 LH 1단지,740.0,아파트,LH대전충남,16,16.52,10.25,19200000,112000,10000000
행복주택,충청남도 천안시 서북구 불당24로 9,천안불당 LH 1단지,740.0,아파트,LH대전충남,26,26.48,16.43,30000000,175000,18000000
행복주택,충청남도 천안시 서북구 불당24로 9,천안불당 LH 1단지,740.0,아파트,LH대전충남,36,36.53,22.67,38400000,224000,26000000
행복주택,충청남도 천안시 서북구 불당24로 9,천안불당 LH 1단지,740.0,아파트,LH대전충남,36,36.71,22.78,38400000,224000,26000000
행복주택,전라북도 익산시 목천로 320,익산인화 행복주택,612.0,아파트,LH전북,16,16.85,10.41,13160000,84440,4000000
행복주택,전라북도 익산시 목천로 320,익산인화 행복주택,612.0,아파트,LH전북,26,26.65,16.47,19480000,124990,12000000
행복주택,전라북도 익산시 목천로 320,익산인화 행복주택,612.0,아파트,LH전북,26,26.68,16.49,19480000,124990,12000000
행복주택,전라북도 익산시 목천로 320,익산인화 행복주택,612.0,아파트,LH전북,36,36.46,22.53,25840000,165800,19000000
행복주택,전라남도 목포시 연산백련로1번길 51,목포용해2 6-1BL,450.0,아파트,LH광주전남,21,21.43,11.57,12240000,67000,1000000
행복주택,전라남도 목포시 연산백련로1번길 51,목포용해2 6-1BL,450.0,아파트,LH광주전남,23,23.54,12.71,13464000,74000,2000000
행복주택,전라남도 목포시 연산백련로1번길 51,목포용해2 6-1BL,450.0,아파트,LH광주전남,26,26.6,14.36,15580000,85000,5000000
행복주택,전라남도 목포시 연산백련로1번길 51,목포용해2 6-1BL,450.0,아파트,LH광주전남,26,26.81,14.47,15580000,85000,5000000
행복주택,전라남도 목포시 연산백련로1번길 51,목포용해2 6-1BL,450.0,아파트,LH광주전남,36,36.17,19.52,22080000,121000,12000000
행복주택,전라남도 여수시 이순신광장로 260,여수수정,200.0,아파트,LH광주전남,16,16.97,7.58,12312000,75000,3000000
행복주택,전라남도 여수시 이순신광장로 260,여수수정,200.0,아파트,LH광주전남,26,26.72,11.27,19152000,118000,11000000
행복주택,전라남도 여수시 이순신광장로 260,여수수정,200.0,아파트,LH광주전남,36,36.78,14.97,27160000,167000,20000000
행복주택,경상북도 김천시 물망골길 71,김천삼락 1블록 행복주택,410.0,아파트,LH대구경북,16,16.87,9.65,11176000,65000,0
행복주택,경상북도 김천시 물망골길 71,김천삼락 1블록 행복주택,410.0,아파트,LH대구경북,26,26.95,14.56,16232000,94000,4000000
행복주택,경상북도 김천시 물망골길 71,김천삼락 1블록 행복주택,410.0,아파트,LH대구경북,36,36.63,19.27,22064000,128000,11000000
행복주택,경상남도 창원시 진해구 냉천로 125,창원석동 LH아파트,460.0,아파트,LH경남,16,16.95,9.22,16960000,81000,4000000
행복주택,경상남도 창원시 진해구 냉천로 125,창원석동 LH아파트,460.0,아파트,LH경남,26,26.79,14.57,25240000,120000,12000000
행복주택,경상남도 창원시 진해구 냉천로 125,창원석동 LH아파트,460.0,아파트,LH경남,26,26.9,14.63,25240000,120000,12000000
행복주택,경상남도 창원시 진해구 냉천로 125,창원석동 LH아파트,460.0,아파트,LH경남,36,36.78,20.00,34040000,163000,19000000
행복주택,경상남도 창원시 진해구 냉천로 125,창원석동 LH아파트,460.0,아파트,LH경남,36,36.97,20.11,34040000,163000,19000000
행복주택,경상남도 진주시 대밭골로 91,혁신도시 LH아파트 3단지,966.0,아파트,LH경남,21,21.54,14.21,20460000,102000,8000000
행복주택,경상남도 진주시 대밭골로 91,혁신도시 LH아파트 3단지,966.0,아파트,LH경남,21,21.9,14.44,21220000,105400,9000000
행복주택,경상남도 진주시 대밭골로 91,혁신도시 LH아파트 3단지,966.0,아파트,LH경남,26,26.27,17.33,25200000,126000,13000000
행복주택,경상남도 진주시 대밭골로 91,혁신도시 LH아파트 3단지,966.0,아파트,LH경남,26,26.37,17.39,25200000,126000,13000000
행복주택,경상남도 진주시 대밭골로 91,혁신도시 LH아파트 3단지,966.0,아파트,LH경남,36,36.78,24.26,36000000,180000,21000000
행복주택,경상남도 진주시 대밭골로 91,혁신도시 LH아파트 3단지,966.0,아파트,LH경남,36,36.89,24.33,36000000,180000,21000000
행복주택,경상남도 김해시 진영읍 김해대로 464-48,김해진영 LH천년나무 2단지,480.0,아파트,LH경남,16,16.69,9.53,11800000,65000,0
행복주택,경상남도 김해시 진영읍 김해대로 464-48,김해진영 LH천년나무 2단지,480.0,아파트,LH경남,26,26.34,15.05,19400000,108000,7000000
행복주택,경상남도 김해시 진영읍 김해대로 464-48,김해진영 LH천년나무 2단지,480.0,아파트,LH경남,26,26.52,15.15,18400000,102000,7000000
행복주택,경상남도 김해시 진영읍 김해대로 464-48,김해진영 LH천년나무 2단지,480.0,아파트,LH경남,36,36.31,20.74,25200000,140000,16000000
행복주택,경상남도 김해시 진영읍 김해대로 464-48,김해진영 LH천년나무 2단지,480.0,아파트,LH경남,36,36.44,20.82,25200000,140000,16000000
행복주택,경상남도 김해시 진영읍 김해대로 464-48,김해진영 LH천년나무 2단지,480.0,아파트,LH경남,44,44.16,25.23,29600000,165000,19000000
행복주택,경상남도 김해시 진영읍 김해대로 464-48,김해진영 LH천년나무 2단지,480.0,아파트,LH경남,44,44.29,25.30,29600000,165000,19000000
행복주택,경상남도 진주시 문산읍 월아산로 1047-14,진주문산 LH아파트,210.0,아파트,LH경남,16,16.71,8.96,13840000,65400,1000000
행복주택,경상남도 진주시 문산읍 월아산로 1047-14,진주문산 LH아파트,210.0,아파트,LH경남,26,26.95,14.45,20400000,102000,8000000
행복주택,경상남도 진주시 문산읍 월아산로 1047-14,진주문산 LH아파트,210.0,아파트,LH경남,36,36.99,19.83,28800000,144000,16000000
행복주택,경상남도 양산시 물금읍 청운로 42,양산물금LH천년나무,900.0,아파트,LH경남,17,17.23,10.45,14800000,80000,4000000
행복주택,경상남도 양산시 물금읍 청운로 42,양산물금LH천년나무,900.0,아파트,LH경남,26,26.17,15.87,21800000,118000,11000000
행복주택,경상남도 양산시 물금읍 청운로 42,양산물금LH천년나무,900.0,아파트,LH경남,36,36.94,22.40,30000000,162000,19000000
행복주택,경상남도 양산시 물금읍 청운로 42,양산물금LH천년나무,900.0,아파트,LH경남,39,39.68,24.07,32000000,173000,20000000
행복주택,경상남도 양산시 물금읍 청운로 42,양산물금LH천년나무,900.0,아파트,LH경남,39,39.79,24.13,32000000,173000,20000000
행복주택,경상남도 통영시 북신로 22,통영북신(해모로 오션힐)재개발 매입,72.0,아파트,LH경남,39,39.48,18.26,15783000,180490,21000000
행복주택,경상남도 통영시 북신로 22,통영북신(해모로 오션힐)재개발 매입,72.0,아파트,LH경남,39,39.49,18.61,31120000,180490,21000000
행복주택,경상남도 김해시 율하5로 14,김해율하2 A3블록,1200.0,아파트,LH경남,16,16.02,10.38,13600000,76040,3000000
행복주택,경상남도 김해시 율하5로 14,김해율하2 A3블록,1200.0,아파트,LH경남,16,16.27,10.54,12800000,71570,2000000
행복주택,경상남도 김해시 율하5로 14,김해율하2 A3블록,1200.0,아파트,LH경남,16,16.29,10.55,13600000,76040,3000000
행복주택,경상남도 김해시 율하5로 14,김해율하2 A3블록,1200.0,아파트,LH경남,26,26.17,16.96,20400000,114070,10000000
행복주택,경상남도 김해시 율하5로 14,김해율하2 A3블록,1200.0,아파트,LH경남,26,26.19,16.97,20400000,114070,10000000
행복주택,경상남도 김해시 율하5로 14,김해율하2 A3블록,1200.0,아파트,LH경남,36,36.03,23.35,28000000,156560,18000000
행복주택,경상남도 김해시 율하5로 14,김해율하2 A3블록,1200.0,아파트,LH경남,36,36.05,23.36,28000000,156560,18000000
행복주택,제주특별자치도 제주시 번영로 528,제주봉개LH아파트,280.0,아파트,LH제주,16,16.8,7.13,14800000,72760,2000000
행복주택,제주특별자치도 제주시 번영로 528,제주봉개LH아파트,280.0,아파트,LH제주,26,26.53,11.26,22400000,110130,10000000
행복주택,제주특별자치도 제주시 번영로 528,제주봉개LH아파트,280.0,아파트,LH제주,36,36.78,15.61,31200000,153400,18000000
행복주택,제주특별자치도 서귀포시 서호중앙로 56-13,서귀포혁신도시 LH3단지,200.0,아파트,LH제주,16,16.9,7.17,16000000,78660,3000000
행복주택,제주특별자치도 서귀포시 서호중앙로 56-13,서귀포혁신도시 LH3단지,200.0,아파트,LH제주,26,26.78,11.37,24400000,119960,11000000
행복주택,제주특별자치도 서귀포시 서호중앙로 56-13,서귀포혁신도시 LH3단지,200.0,아파트,LH제주,26,26.79,11.37,24400000,119960,11000000
행복주택,제주특별자치도 서귀포시 서호중앙로 56-13,서귀포혁신도시 LH3단지,200.0,아파트,LH제주,36,36.65,15.56,33200000,163230,19000000
행복주택,제주특별자치도 서귀포시 서호중앙로 56-13,서귀포혁신도시 LH3단지,200.0,아파트,LH제주,36,36.92,15.67,33200000,163230,19000000
